pi_miss,stall_over_cycles
0.0,0.05762152800126876
0.1,0.057649046164689854
0.2,0.05765384099619505
0.3,0.05765634264741514
0.4,0.05768907258421145
0.5,0.05772889053279803
0.6,0.05773014135840809
0.7,0.05774202420170356
0.8,0.05774264961450858
0.9,0.05775077998097391
1.0,0.05775515787060908
