window_id,start_cycle,end_cycle,win_cycles,A,M,miss_rate,acc_per_1kcyc,read_frac,mram_hit_frac,mlp_hit,mlp_miss,stall_per_1kcyc,mpkc,std5,std5_norm,wave_done
,10000001,10200001,200000.0,1019,1018,0.9990186457311089,5.095,0.9990186457311089,1.0,1.0,1.006127,609.3240196714729,5.09,0.26508017655041627,0.055525801539676636,1
51.0,10200001,10400001,200000.0,899,896,0.996662958843159,4.495,1.0,0.6666666666666666,1.0,1.004237,537.2362384974862,4.48,0.26508017655041627,0.055525801539676636,1
52.0,10400001,10600001,200000.0,936,935,0.9989316239316239,4.68,1.0,0.0,1.0,1.007297,558.7924911917736,4.675,0.26508017655041627,0.055525801539676636,1
53.0,10600001,10800001,200000.0,1005,1003,0.9980099502487563,5.025,1.0,0.0,1.0,1.005689,600.3903791331118,5.015,0.19845024565366484,0.04234056873344673,1
54.0,10800001,11000001,200000.0,923,922,0.9989165763813651,4.615,1.0,0.0,1.0,1.004785,552.400762352145,4.61,0.16353134256160165,0.03442040466461833,1
55.0,11000001,11200001,200000.0,934,931,0.9967880085653105,4.67,0.9989293361884368,0.3333333333333333,1.0,1.008823,555.7802915476749,4.655,0.17337098949939644,0.03610391284868731,1
56.0,11200001,11400001,200000.0,962,960,0.997920997920998,4.81,1.0,0.0,1.0,1.005869,574.5479779176017,4.8,0.1287245120402481,0.027174268955087205,1
57.0,11400001,11600001,200000.0,987,986,0.9989868287740629,4.935,1.0,0.0,1.0,1.004238,591.0670578090055,4.93,0.10762202376837157,0.022552813027739222,1
58.0,11600001,11800001,200000.0,940,938,0.997872340425532,4.7,1.0,0.0,1.0,1.00449,562.1519377992812,4.69,0.09889388252060863,0.020693425930238256,1
59.0,11800001,12000001,200000.0,960,957,0.996875,4.8,1.0,0.6666666666666666,1.0,1.003349,574.3110342263758,4.785,0.17866169147301875,0.03795659474676412,1
60.0,12000001,12200001,200000.0,944,938,0.9936440677966102,4.72,0.9957627118644068,0.8333333333333334,1.0,1.004327,563.1831737870236,4.69,0.17404740733489885,0.03699987400826931,1
61.0,12200001,12400001,200000.0,891,888,0.9966329966329966,4.455,0.9966329966329966,1.0,1.0,1.008632,530.6610310995488,4.44,0.1787246485518999,0.03781731877949637,1
62.0,12400001,12600001,200000.0,985,983,0.9979695431472081,4.925,0.9979695431472081,0.5,1.0,1.00593,588.4975143399641,4.915,0.18033302526159825,0.03842595893066232,1
63.0,12600001,12800001,200000.0,969,960,0.9907120743034056,4.845,0.9927760577915377,0.7777777777777778,1.0,1.005753,576.1542442528136,4.8,0.18043004184447842,0.03846302320283062,1
